	一些前言	\nPS1：请于【】处添加角色与画风的tag描述；若无，请直接添加于tag组前\nPS2：请注意，本法典早期大部分tag以Nai3模型为基础测试整理，目前已转为Nai4.5测试。理论Nai系列与其他AI模型如Noob等模型通用。（其他模型应用请自行转换权重）\nPS3：标有字底颜色为此次更新增添的tag，字号较小的为附注内容\nPS4：若分类中的tag寻找不到，请活用WPS或其他软件自带的CTRL+F快捷键进行快速检索\nPS5：本法典一般于每月下旬或特殊日期（生日、节日等）更新，且保持月更，可据此判断本所长法典是否为最新版本。\nPS6：本法典为无偿免费分享，由一般所长整理编纂，tag多来源于解构原典群与其他群群友，在此对tag提供者提出感谢。\nPS7:若对法典收集tag存在疑问或者错误反馈，可以通过QQ：2319231932或2213681558（小号）联系一般所长，添加好友时请备注缘由。\nPS8：此外，于此特别感谢御堂/神宫寺、KKO、泡面、七号、别里磕夫这几位群友在Tag整理上的协助支持，帮我解决了很多费时费力的基础工作，再次感谢\nPS9：当各位看到这一条的时候，证明所长法典今日（2025.12.29）已经两岁啦！再次感谢在编辑法典中提供助力的各位，提供Tag的各位，以及谋面或者素未谋面的使用这本法典的各位！希望我们还能在法典三岁见面！
群友色色串收录	骑乘素股小恶魔	\n{{1boy,1girl}},{chiaroscuro},forced lactation,grabbing another’s breast,{{small breasts}}},{{{loli}}},half-closed eyes,{{lavender hair}},{{curled horns}},{seductive smile},{demon wings},womb tattoo,indoor,sofa,lamp,books,sex,nude,{{{{{thigh sex}}}}},{huge penis},{{{grinding,motion lines,speed lines}}},cum in pussy,
群友色色串收录	第一人称野战中出事后	\npov,large penis,erection,{{{pov hands,holding another’s leg}}}},pussy juice trail,pussy,panties pull,panties around one leg,cum,cum in pussy,cum on ass,cum on body,cum on legs,cum pool,cumdrip,dappled sunlight,grass,outdoors,sweat,lying,{{{legs up,legs together,spread pussy}}},against tree,
群友色色串收录	侧视裸体仰头口交	\n{{{from side,close-up}}},portrait,looking up,blush,{{{large areola,huge nipples,sweat,steaming body}}},nude,{{{armpits,kneeling,hand on penis,penis in mouth,deepthroat,fellatio}}},{veiny penis,huge penis,erection},indoors,{{looking up,head up}},open mouth,
群友色色串收录	原神水神骑乘位	\n1girl,1boy,aether (genshin impact),furina (genshin impact),3d,ahoge,anus,ass,ass grab,blue eyes,blue hair,bouncing ass,bouncing breasts,cel shading,censored,girl on top,hetero,indoors,light blue hair,long hair,medium breasts,mismatched pupils,multicolored hair,multiple views,nipples,nude,open mouth,penis,pussy,sex,shiny skin,straddling,streaked hair,thigh strap,vaginal,white hair,
群友色色串收录	水神产台球	\n{{{furina,genshin impact,{billiards laying,egg laying}}}},nsfw,[artist:ningen mame],artist:ciloranko,[artist:sho (sho lwlw)],[[artist:as109]],wlop,year 2023,facing away from you,{dynamic picture,dynamic},cowboy shot,upper body,{{1girl 1boy}},{{spanked,prone on the pool table,billiards in pussy,trembling,heart-shaped,pussy juice,female ejaculation}},
群友色色串收录	酒吧醉酒女客	\nfrom side,from behind,1girl,drunk,half-closed eyes,looking at viewer,sitting,on stool,elbow rest,{{head on arm}},bent over,teasing,seductive smile,round glasses,{back},sideboob,{{nipples,areola,areola slip}},armpit,navel,body chain,{{revealing clothes,loose clothes,backless dress}},sideless dress,cocktail dress,{steaming body},bar (place),round table,blurry background,
群友色色串收录	裸背旗袍臀部特写	\narm support,ass,ass focus,backless outfit,bare arms,bare shoulders,blue dress,china dress,drawer,folded fan,gold trim,holding fan,incense,indoors,leaning forward,paper lantern,pelvic curtain,ponytail,side-tie panties,sideboob,smile,string panties,table,tassel,tassel earrings,thigh strap,vase,window,
群友色色串收录	连体衣触手奸（	\narms up,blush,white bodysuit,bound,bound legs,bound wrists,breast sucking,female pubic hair,frown,monster,rape,tentacle sex,tentacles,torn bodysuit,vaginal,
群友色色串收录	捆绑露出	\nnude,suspension,spreader bar,rope,surrounded,crowd,exhibitionism,background characters,crowd,public humiliation,
群友色色串收录	疑惑戳乳头	\nnipples,armpits,blush,sweat,solo focus,?,one breast out,white flower,eyebrows visible through hair,white dress,vines,upper body,1boy,cape,belt,poking,rose,open mouth,??,arm up,breast poke,bare shoulders,plant,sleeveless,black belt,clothes pull,parted lips,
群友色色串收录	伸出精液脚到你脸上	\ncross legs,outstretched legs,{foot focus,shoe dangle},{{lower body,thighhighs,toes}},{{black footwear}},{{holding own footwear}},{{excessive cum}},{{cum inside the footwear}},{{cum in footwear}},{{semen in footwear}},{{shoes filled with footwear}},
群友色色串收录	机娘机械拘束	\n{{{science fiction}}},mechanical body,mechanical arms,sitting,{{{arms up,bound arms}}},{{shiny skin,nude}},robots,{{{{{{mechanical tentacles}}}}}},cable,indoor,circuit,joints,wire,{{close-up}},
群友色色串收录	双女轮奸	\n6boys,2girls,pussy juice trail,pubic hair,removed cloth,{white camisole},white tight thighhigs,{{panties around one leg}},multiple penis,{{{{mmf threesome,triple penetration,double penetration,sexual coaching,boy sandwich,groupsex,gangbang,handjob}}}},{{sex from behind,all fours,girl on stomach,girl on top,grabbing}},rape,oral,shiny skin,nipples,open mouth,pussy,ass,cum,cum in anal,cum in pussy,cum in mouth,cum on body,bukkake,nude,sweat,nsfw,sound effects,motion lines,bouncing ass,ass ripple,
群友色色串收录	皮肤效果很好的裸体	\nstomach,pubic tattoo,groin,armpit,pussy,labia,high contrast,colorful,detailed light,light leaks,beautiful detailed glow,best shadow,wet skin,shiny skin,cinematic lighting,spread legs,spread pussy,spread anal,nipples,nude,
群友色色串收录	白银城涩涩	\n{{lovely labrynth of the silver castle (yu-gi-oh)}},【】,{1girl},solo,large breasts,nicolorful,nipples,{{{cum on face,cum in mouth,cum on breasts}}},{{excessive cum,cum string}},{{stomach}},open mouth,tongue out,arms behind head,{{from below}},{toned},blush,{colorful,close-up},sweat,rolling eyes,pussy juice,female ejaculation,female orgasm,
群友色色串收录	败北精灵女王	\n{{celestine lucullus}},{{{front view}}},{close-up},upper body,[artist:ningen mame],artist:ciloranko,[artist:sho (sho lwlw)],[[artist:as109]],wlop,year 2023,goddess,blonde hair,very long hair,head wreath,laurel crown,green eyes,hoop earrings,elf ears,{{{{suspension,dangling in air,spread legs,knees up,legs apart,legs folded}}},{{breast bondage}},bound wrists,arms behind back,messy hair,pink nipples,completely nude,large breasts,nipple piercing,cleavage,white marble,marble floors,marble columns,religious style,{{empty eyes,blank eyes,death}},open mouth,drooling,strands of ropes,scratches,whip marks,cuts,spanked,{{{head tilt}}},midriff,pussy,cum in pussy,cumdrip,cum on face,cum on body,
群友色色串收录	被触手俘获的降魔学生队成员	\n{{{back view,from behind,ass foucus}}},gigantic breasts,1girl,{{{tentacle sex,tentacles,grabbing ass,spread pussy}}},ahegao,anal,arched back,ass,bare shoulders,fucked silly,groping,monster,open mouth,rape,restrained,rolling eyes,tongue out,black bowtie,blush,cleavage,green sailor collar,green skirt,katana,long sleeves,looking to the side,sailor collar,school uniform,sheath,
群友色色串收录	与蓝色汉服少女做爱	\n1girl,{{{solo focus,white pantyhose}}},{{{{{nipples,blue clothes,clothed female,chinese clothes,hanfu,chinese dress}}}}},tassel earrings,flower prints,shippou (pattern),cloud print,{close-up},{{{1boy,faceless male}}},{{sweat,heavy breathing,motion lines}},{{{lying,on back}}},{{huge penis}},{{{{sex,vaginal,deep penetration,missionary,thigh grab,head back,arched back}}}},indoors,on bed,parted lips,{{{pussy,pussy juice}}},{embarrassed,open mouth,blush},{{nude}},from side,
群友色色串收录	被触手捉着侵犯	\n{{{see-through taut dress,nude}}},standing,legs apart,elbow tentacle,{{{{{tentacles under clothes,tentacles,{{monster behind}},{{{tentacle grabbing from behind}}},tentacle,tentacle whipping,tentacle choke hold,tentacle pulling neck,thighhighs,tentacle sex,cum,cum in mouth,cum on body,cum on breasts,cum on clothes,cum on hair,excessive cum,
群友色色串收录	芝士色色雪豹/丁真色图	\nanimal ear fluff,dark skin,white panties,black pantyhose,nsfw,leopard ears,leopard print,leopard tail,spotted tail,pantyhose pull,open mouth,tongue out,gray hair,claw pose,fangs,
群友色色串收录	泡水小天使	\nlying,on side,loli,gothic lolita,short skirt,white lace trim,see-through white silk dress,white feathers wings,barefoot,water,wet clothes,
群友色色串收录	赌场小恶魔	\nace(playing card),ace of spades,bare shoulders,belt,card between breasts,blush,card,demon girl,demon tail,demon wings,elbow gloves,fangs,fingerless gloves,fishnet thighhighs,fishnets,head wings,large breasts,licking own finger,playing card,shorts,tongue out,
群友色色串收录	猫猫内衣五黑一白	\n{{shiny skin}},1girl,5 boys,strong men,wariza,on bed,sitting,cum on body,sweating profusely,{{{others behind,grabbing from behind,gangbang}}},cat ears,cat lingerie,paw gloves,cat cutout,cat tail,blush,navel,looking at viewer,side-tie panties,cleavage cutout,white bra,cat ear panties,white panties,choker,
群友色色串收录	比基尼裸体猫娘宠物	\nbackless panties,belt collar,blush,bulge,cat ears,cat tail,fake tail,heart,holding leash,imminent fellatio,leash,micro bikini,o-ring,object insertion,paw gloves,paw shoes,pussy juice,pussy juice drip through clothes,squatting,thighhighs,unzipping with mouth,
群友色色串收录	内衣坐床	\nass,back,barefoot,black collar,black gloves,black panties,charm,detached collar,double bun,elbow gloves,fingerless gloves,full body,gold trim,hair bun,hair ribbon,high heels,lattice,looking at viewer,looking back,pillow,side-tie panties,sideboob,thigh strap,thong,unworn shoes,window,yellow ribbon,
群友色色串收录	被很多手抓	\n{{6+boys}},{{{disembodied limb,grabbing,arms behind head,looking at viewer,arms up,breast grab,head grab,arms grab,legs grab,feet grab}}},see-through pantyhose,shiny skin,nsfw,nipples,armpits,pussy,nude,navel,pubic hair,depth of field,
群友色色串收录	溜颜射小母狗	\nbukkake,cum on face,cum on body,from above,wariza,wolf paws,head up,looking at viewer,{{{bell choker}}},pov hand,{{hand on another’s head}},outside,playground,ambient light,cleavage,
群友色色串收录	汗脚	\nbarefoot,foot focus,wet feet,steaming feet,soles,mouth mask,toes,sitting,black crop top,bare shoulders,black pants,couch,toenails,midriff,
群友色色串收录	大铃兰	\n1girl,solo,suzuran (arknights),year 2023,close-up,curvy,huge breasts,long hair,competition swimsuit,highleg swimsuit,looking at viewer,alternate costume,bright pupils,wet,thigh strap,{{white one-piece swimsuit}},hairclip,wet clothes,feet,lying on side,soles,pink lips,makeup,mascara,tongue out,bare shoulders,sideboob,collarbone,wet swimsuit,multiple tails,fox tail,blurry background,nipples,pussy,thick thighs,black pantyhose,wet pantyhose,
群友色色串收录	水月城市夜晚街头自慰	\n{{cum,masturbation}},mizuki(arknights),{{artist:pottsness}},[[artist:onineko]][[artist:as109]],year 2023,{{heart-shaped pupils}}},{{huge testicles,gigantic testicles}}},{{{{gigantic penis,crotch bulge,huge testicles,gigantic testicles}}}}}}}},{oil highlights,shiny skin},{{sweat,wet hair}},{{endured face,heavy breathing,watery eyes}},{1boy,femboy,{bulge,covered penis,flat chest,dick loli},{{naked tabard}},androgynous,bishounen,blue gloves,blue hair,city,city lights,looking at viewer,male focus,neon lights,outdoors,purple eyes,short hair,squatting,
群友色色串收录	前后夹击菈妮	\n{{{ranni the witch}}},1girl,doll joints,thin figure,white skin,{{{{{quadruple amputee,cropped arms,cropped legs}}}}},messy hair,open mouth,heavy breathing,blush,closed one eye,frown,looking at viewer,{{{alternate costume,naked}}},medium breasts,puffy nipples,blue nipples,pussy,excessive pubic hair,{{{{{2 boys,girl between boys,boys sandwich,boys hugging girl up,2 large penises,penis in anus,anal penis insertion,anal large insertion,anal sex,penis in pussy,vaginal penis insertion,vaginal sex,double penetration}}}}},sweat body,very sweaty,steaming body,{{from side,close-up,forest,night}},
群友色色串收录	黑白画风做爱	\n{{2girls}},yuri,1boy,【】anime screencap,simple background,{{{{{{greyscale}}}}}},hetero,threesome,grop sex,pov,kissing with another,cooperative sex,pdrive,ankle grab,looking at another,moaning,female pubic hair,vaginal object insertion,shared penis insertion,double penetration,pussy juice,pussy juice trail},trembling,uncensored,
群友色色串收录	轮奸双人人棍少女	\n2 boys,{{2 girls}},{{{{{{no legs,no arms,no hands,quadruple amputee}}}}}}},【】,pussy,{{{two girls on bed}}},{{lying together}},pregnant,cum in mouth,{{lying}},bed,rolling eyes,tongue out,deep penetration,inserting,{{huge breast}},{{bandage on legs,arms}},{{empty eyes}},night,naked,{{from above}},neck chain,night,tears,sex,penis in pussy,female ejaculation,navel,{{blood}},puffy nipple,{{{cum on body}}},{{dark nipple}},{{{close-up}}},pov,hand on legs,
群友色色串收录	小巷掐脖背后位强奸	\n{{{{{facing away,head back,arched back,leaning back}}},rolling eyes,tears,open mouth,heavy breathing}},{naked,bottom less,black thighhighs,garter straps,garter belt},{{{{{standing,hand held back,1naked faceless man,man grabbing girl’s neck,neck grab,choke}}}}},{{in alley,darkness,close-up,motion lines,from side,focus ass}},
群友色色串收录	僵尸色色	\n{{ofuda on nipples}},ofuda on head,{{hanfu,vest,zombie}},{{shiny skin,profusely,steaming body,greasy skin}},nsfw,ofuda covering one eye,{red nail polish},{{{pale skin}}},bun hair,long hair,ahoge,sideboob,pubic hair,moonlight,empty eyes,bags under eyes,jiangshi,nude,flying butterfly,equinox flower,skull on head,bone,skeleton,rotten body,internal organs,
群友色色串收录	小巷猥亵	\n{{{face-to-face,scared}}},{leaning back},{1girl,1boy},【】,{hand on own chest,hand on ass},backpack,{{{blue tracksuit,white t-shirt}}},face shadow,open clothes,shining skin,shirt lift,covered nipples,indoor,standing,fear,crime,frowning,angry,{{ass grab}},hand on another’s hip,
群友色色串收录	舔蛋（低概率roll出）	\n{{{extremely huge testicle}}},{{{extremely large testicle}}},1girl,1boy,close-up,from side,out of frame,{{{{{{testicle sucking}}}}}},penis,fellatio,licking testicle,girthy penis,hetero,hug,suck,indoors,large penis,nipples,nude,oral,huge penis,saliva,steaming body,testicles,tongue,tongue out,veins,veiny penis,petite,
群友色色串收录	假几把自行车拘束	\n{{shiny skin}},cowboy shot,outdoors,from below,from behind,swimming suit,bottomless,pussy,{{arms behind back,arms bound,black rubber blindfold,tears}},bruises,scratches,messy hair,full face blush,white torn pantyhose,riding bicycle,{{riding on a dildo}},dildo on seat,{{open mouth,tongue out,pussy juice,ring gag}},
群友色色串收录	自慰枪手	\nfemale masturbation,blush,evil smile,looking at viewer,{{{cloak around body,puffy nipples}}},pubic hair,{{{{standing,hand grabbing own cloak,holding a pistol,aiming at viewer}}}},sweat,steaming body,{{from front below,darkness,in alley}},
群友色色串收录	花瓣与避孕套点缀	\nwhite skin,white theme,{{used condom everywhere}},{{used condom on body,cum on body}},lying on back,on bed,after sex,thigh strap,topless,{{used condom on belt}},public tattoo,open clothes,half undressed clothes,shiny skin,eyelashes,flower over eye,flower over nipples,armpits,groin,navel,pussy,labia,spread legs,
群友色色串收录	金色逆兔	\n{{{golden reverse bunnysuit}}},golden clothes,revealing clothes,spread leg,{pussy juice},{{excessive pussy juice}},{{{{spread pussy}}}},diamond necklace,pubic tattoo,nipple piercing,
群友色色串收录	肉感闪亮比基尼躯体	\nwet skin,bottomlesses,midriff,{{hood up}},hair over eyes,wedgie,{{from below}},{{pov}},navel,{{skindentation}},steaming body,shiny skin,cameltoe,pussy juice,{large breasts},wet skin,hip up,groin,open mouth,sagging breasts,black latex bikini,
群友色色串收录	丰满身体汗湿足底展示	\nbarefoot,soles,spread leg,glasses,toes,nude,{{from below,foot focus}},sweat,nail polish,navel,looking at viewer,huge breasts,ring,foreshortening,toenail polish,purple nails,couch,blush,toe ring,:q,round eyewear,grabbing own breasts,spread pussy,puffy nipples,
群友色色串收录	五等分的绳缚	\n{{{5girls}}},nakano ichika,nakano nino,nakano miku,nakano yotsuba,nakano itsuki,go-toubun no hanayome,year 2023,bdsm,bondage,bound,shibari,crotch rope,blush,tape gag,tatami,{nude,bra,panties},
群友色色串收录	多视角百合（但是出不太来）	\n{{2girls,yuri}},【】,year 2023,multiple views,{a girl,puffy nipples,evil smile,half-closed eyes},{b girl,empty eyes,flustered,hair flower,pubic tattoo,stomach,cameltoe},nsfw,{{yuri,lying,pussy,licking,from side,pussy close-up,face close-up,nude}},
群友色色串收录	纹身黑和服妈妈	\n2girls,{{mature female,loli}},black kimono,arm tattoo,breast tattoo,cleavage,colorful tattoo,
群友色色串收录	贪吃胡萝卜的兔女郎	\nall fours,blush,carrot,carrot on stick,covered eyes,elbow gloves,fake animal ears,fake tail,heart pasties,leotard,open mouth,pantyhose,playboy bunny,rabbit ears,tongue out,
群友色色串收录	母女百合（看画师）	\n{{{{{2girls,mom and daughter}}}}}},yuri,lying on bed,looking at anther,kissing with another,leg up,pussy,fingering,{{finger insertion}},mutual masturbation,daughter in her mom’s arms,female pubic hair,
群友色色串收录	高压小穴水枪灭火少女	\nruins,flame,fire,smoke,steam,firefighter,{{vaginal object insertion,hose in pussy}},naked jacket,red jacker,{{black hair,white hair,split-color hair}},{{yellow eyes,red eyes,heterochromia}},water,holding hose,watering,sweat,dirty face
群友色色串收录	夜袭黑暗骑乘位	\n{{night}},{{dark theme}},1girl,1boy,nude,sex,penis,nipples,blush,breath,bedroom,{motion lines},shiny skin,sweat,
群友色色串收录	裸披肩火车站露出	\nsteampunk train,railway,outdoors,plaid beret,naked capelet,detective,upper body,large breasts,looking away,smoke,looking away,dusk,city,
群友色色串收录	海滨下流身体	\ncurvy,looking at viewer,blush,drunk,evil smile,open mouth,saliva,huge breasts,{{{long nipples,huge nipples,puffy nipples}}},dark nipples,{{{wet oversize {{{hawaiian shirt}}},bottomless,bare one shoulder}}},pubic hair,{{{{sitting,oral invitation,fellatio gesture,one hand grabbing own breast}}}},sweat,steaming body,{{from front,close-up,sunshine,no shadow}},on beach,
群友色色串收录	趴在桌上处男杀手毛衣	\nnaked sweater,turtleneck sweater,virgin killer sweater,ass,no panties,white thighhighs,blush,smile,covered nipples,indoors,bent over,hanging breasts,from side,sideboobs,plant,adjusting hair,table,
群友色色串收录	淫乱连体黑丝少女（射在脚上）	\nblush,shy,smile,mouth hold,used condom,looking at viewer,outstretched foot,spread pussy,{{{{{choker,naked black bodystocking,latex gloves,no bra,see-through,nipples,cameltoe}}}}},cum on body,cum on face,excessive cum,{{{{{surrounded by condom,sitting,spread legs,feet}}}}},steaming body,wet body,sweat,focus feet,from below,close-up,in bedroom,
群友色色串收录	淫乱连体黑丝少女（射在身上）	\nblush,looking at viewer,choker,{{{naked black bodystocking}}},{{white panies,lace panies,panties pull}},white gloves,no bra,see-through,covered nipples,cameltoe,cum on body,cum on face,excessive cum,{surrounded by condom,lying on back,one hand covering own mouth},steaming body,wet body,sweat,focus breasts,from above,nipples,
群友色色串收录	淫乱连体黑丝少女（捆绑射在脸上）	\nblush,frown,{{{lying,on stomach}}},{{{{{ball gag,choker,black bodystocking,lace panties,lace gloves,no bra,see-through,nipples}}}}},cum on back,cum on face,excessive cum,{{{{{surrounded by condom,bound hands,arms behind,legs together,facial cum}}}}},steaming body,wet body,sweat,focus face,from side,\n——侧视口交\n1girl,1boy,dark-skinned male,sweat,covered nipples,blush,from side,clothed female nude male,erection,steaming body,testicles,see-through jacket,solo focus,competition swimsuit,looking at penis,bare shoulders,cleavage,large penis,wet,penis awe,wet clothes,off shoulder,upper body,grabbing,
群友色色串收录	金色连体泳衣扶她	\n{{{futanari,huge penis}}},sideways glance,blush,from side,half-closed eyes,blush,cowboy shot,bouncing breasts,projectile lactation,breasts milk,lactation through clothes,covered nipples,sweat,steaming body,wet,wet clothes,see-through one-piece swimsuit,gold school swimsuits,bare shoulders,off shoulder,see-through pantyhose,{{transparent high heels}},shoe dangle,{cum on pantyhose}},{{excessive cum}},{{cum overflow}},{cum on breasts},{cum on body},{cum in pussy},
群友色色串收录	原版	\n{{{futanari}}},huge penis,sideways glance,blush,from side,half-closed eyes,steam,looking to the side,scarf,snowing,holding hands,blurry,outdoors,looking at viewer,night,convenience store,out of frame,depth of field,blush,coat,winter,shopvalentine,cowboy shot,{{{{gigantic breasts}}}},bouncing breasts,unaligned breasts,projectile lactation,breasts milk,lactation through clothes,hands grabbing own breast,covered nipples,sweat,steaming body,nude,see-through,wet,wet clothes,jacket,see-through one-piece swimsuit,gold school swimsuits,bare shoulders,off shoulder,see-through pantyhose,{{transparent high heels}},shoe dangle,{cum on pantyhose}},{{excessive cum}},{{cum overflow}},{cum on breasts},{cum on body},{cum in pussy},kneeling,
群友色色串收录	侧视前后夹击喷奶	\n1girl,all fours,2boys,{[blowjob,sex from behind}},dark-skinned male,dark skin,clothed female nude male,erection,steaming body,cum in pussy,cleavage,large penis,see-through,{{{{gigantic breasts}}}},{{nipple piercing}},{{nipple bells}},unaligned breasts,projectile lactation,lactation through clothes,condom belt,nipples,sweat,nude,wet clothes,white elbow gloves,white bodystocking,{{transparent high heels}},shoe dangle,{{excessive cum}},{{cum overflow}},{{{cum on thighs}}},{{{cum on body}}},blush,{{transparent high heels}},cowboy shot,from side,\n——69式（不算稳定）\nblack hair boy,master hand,{nude,white pantyhose,fur cute animal paw gloves},huge breasts,nsfw,{{{{{{6 9}}}}}},69 (sexual position),1boy,veiny penis,testicles,cunnilingus,{licking another’s pussy,grabbing her ass},1girl,naked,all fours,hands on his groin,straddling on boy,fellatio,deepthroat,oral,wet,sweat,indoor,bed,looking at another,close to viewer,full body,from side,couple focus,intricate,saliva,
群友色色串收录	尿尿	\n{{{{hip focus,close-up,squatting,peeing,vaginal,nipples,yellow puddle}}}}},{{{female orgasm,blush,sound effects}}},{{{steaming body,shiny skin,trembling}}},{{{cum pool,excessive cum,cum on hair}}},{{{thigh ring,black bikini,puffy sleeves,see-through sleeves,sandals,footwear bow,black nail,brown footwear}}},{{thick thighs,wide hips}},{{{toilet,bathroom}}},
群友色色串收录	被狠狠炒饭	\n{{{1girl}}},{{faceless male,1boy}},{{{naked male,muscular male,huge penis,veiny penis}}},{{{{{penis on face}}}},{{{{{mature female,full body,lying,legs apart,legs apart,after sex,clitoris,urethra,labia,cum pool,excessive cum,cum overflow,cum on hair,cum in mouth}}}}},{{{steaming body,shiny skin,sweat,pussy juice puddle,sound effects}}},{{{dashed eyes,female orgasm,trembling motionline for orgasm}}}}},{{{{black thighhighs,elbow gloves,no shoes}}},{{{blush,thick thighs,wide hips}}},{{{on bed,hotel room}}},
群友色色串收录	婚礼孕妇拘束乱交	\n{{1girl,1boy}},{{{{kissing penis,penis on face,fellatio,sucking,sound effects}}}}},{{{clothed nude male,muscular male,huge penis,veiny penis,huge testicles}}},{{{{{wedding,bride,humiliation,public indecency,crowds,foreshortening,dutch angle,wiggling toes}}}},{{{{{pregnant,navel,projectile lactation,blush,shiny skin,steaming body,sound effects}}}}},{{{{kneeling,recording,handcuffs,ankle cuffs,shackles,bondage,arms behind back,bound wrists,bound ankles,female orgasm,trembling motionline for orgasm}}}},{{{{white thighhighs,lace-trimmed legwear,garter straps,lingerie,crotchless bra,bridal veil,wedding ring,hair flower,white rose,wedding ring,bridal gauntlets,fingerless gloves,neck ribbon}}}}},{{{thick thighs,wide hips}}},
群友色色串收录	孕肚乱交	\n{1girl},2boys,【】,{{{nsfw}}},{{{{thirty 8ght}}}},{{{{ask(askzy)}}},{{modare}},kukan,{{{{group sex,penis on face,after sex,ahegao,from above}}}},{{foot focus}},{{after vaginal,cum pool,excessive cum,uncensored}},{{{{spoken heart}}}},{{female orgasm}},{{{{{cum in mouth}}}}},{{{lying,toenail polish,no shoes}}},{{white pantyhose,red chinese dress}},{trembling motionline for orgasm},{{pregnant,womb tattoo}},{{{muscular male,huge penis,veiny penis}},naked male,{{{{{lewdness}}}}},{{seductive smile}},{girl in heat,tongue out,lactation,highres},{{full body}},{large breasts},{wide hips},{{blush}},
群友色色串收录	嗦几把孕妇	\n{{{1girl}}},1boy,【】,colorful eyelashes,long eyelashes},{{nsfw}}},{{{{thirty 8ght}}}},{{{{ask(askzy)}}}},{{modare}},yd,{{{{{cowboy shot,from bottom,foot focus,penis on face}}}}},{{{{{fellatio,sucking,large penis,veiny penis,muscular male}}}}},spoken heart,{{{kimono lift,kneeling,seiza}}},{{{{{{blowjob face}}}}}},{{{uchikake}}},{{furisode}},{{{{{red kimono,gold kimono,print kimono}}}}},{{gold trim}},{{{{{pregnant}}}}},ass focus,{{{{tabi}}}},{obi,obiage,obijime},{sashi},florl print kimono,{japanese clothes},hair bun,hair flower,hair stick,nail polish,{blush,red lips},long sleeves,wide sleeves,fur collar,{{east asian architecture,tatami,cherry blossoms}},{wide ass},{{blush}},cherry blossom print,
群友色色串收录	孕妇亲吻几把	\n{1girl},1boy,{{{nsfw}}},{{{{{{kissing penis}}}}}},{{foot focus}},spoken heart,standing}},{{{{{{{instant loss}}}}}},{{{{{sucking}}}}},{{{seiza}}},{{womb tattoo}},{{pregnant}},from above,{{{large penis}}},{{veiny penis}},muscular male,naked male,{{{{{lewdness}}}}},{{seductive smile}},girl in heat,tongue out,lactation,highres,ass focus,twitching,kneeling,{{{{barefoot}}}},nail polish,toenail polish,{red lips},{{full body}},{large breasts},{wide hips},{{blush}},large testicles,after vaginal,{{cum pool}},
群友色色串收录	事后比v孕妇	\n{1girl},1boy,{{{nsfw}}},【】,{{{{{penis over eyes,penis on face,large penis,veiny penis}}}}},{{{{{sucking}}}}},{{{{{foot focus}}}}},spoken heart,{{{instant loss,lying,legs apart,knees up}}},{{{female orgasm}}},{{{{{saliva,cum in mouth}}}}},{projectile lactation},wedding ring,{trembling motionline for orgasm},{{{{{white thighhighs,lace-trimmed legwear,garter straps,bridal gauntlets,bridal lingerie,fingerless gloves}}}}},{{{{{pregnant,womb tattoo}}}},peace sign,{{{{{lewdness}}}}},{{seductive smile}},{{girl in heat}},tongue out,{{{highres}}},{{full body}},{large breasts,wide hips,thick thighs},{{blush}},{{after vaginal}},{{cum pool}},{excessive cum},
群友色色串收录	压住爆炒	\n{{{1girl}}},{{1boy}},nsfw,【】,{{{close-up,soles,toes,fertilization,sperm cell,ovum}}},{{{{{on back,deep penetration,mating press,boy on top,leg lock,foot focus,toes up,plantar flexion,dorsiflexion}}}}},{{{{{instant loss,moaning,sound effects}}}}},{{{{{mutual hug,arms around neck,legs around waist,crossed ankles,spoken heart}}}}},{{{{{rough sex,creampie,ahegao,dashed eyes,female orgasm,speed line,trembling motionline for orgasm}}}}},{{{{{thick thighs,cum pool,excessive cum,cum in mouth}}}}},{womb tattoo,tally},nail polish,wedding ring,{{{naked male,muscular male,huge penis,veiny penis,blush,seductive smile,large breasts,wide hips,thick thighs}}},on bed,no shoes,
群友色色串收录	三个孕妇注视	\n{{{{3girls}}}},【】,{{{{pregnant,lewdness}}}},{{smirk,seductive smile}},white socks,{{{from above,close-up,sitting,on bench,presenting}}},{{{florl print kimono,white kimono,print kimono,haori,red coat}}},spoken heart,red lips,{foot focus,hand on own stomach},{{gold trim,ribbon trim}},{{zouri,platform heels,stiletto heels,gold footwear}},{obi,obiage,obijime,sash},{hair flower,hair stick,nail polish},{{very long sleeves,wide sleeves,fur collar,handbag}},{{{east asian architecture,cherry blossoms,street,full body}}},{wedding ring,gold bracelet,gold earrings,cherry blossom print},
