	一些前言	\nPS1：请于【】处添加角色与画风的tag描述；若无，请直接添加于tag组前\nPS2：请注意，本法典早期大部分tag以Nai3模型为基础测试整理，目前已转为Nai4.5测试。理论Nai系列与其他AI模型如Noob等模型通用。（其他模型应用请自行转换权重）\nPS3：标有字底颜色为此次更新增添的tag，字号较小的为附注内容\nPS4：若分类中的tag寻找不到，请活用WPS或其他软件自带的CTRL+F快捷键进行快速检索\nPS5：本法典一般于每月下旬或特殊日期（生日、节日等）更新，且保持月更，可据此判断本所长法典是否为最新版本。\nPS6：本法典为无偿免费分享，由一般所长整理编纂，tag多来源于解构原典群与其他群群友，在此对tag提供者提出感谢。\nPS7:若对法典收集tag存在疑问或者错误反馈，可以通过QQ：2319231932或2213681558（小号）联系一般所长，添加好友时请备注缘由。\nPS8：此外，于此特别感谢御堂/神宫寺、KKO、泡面、七号、别里磕夫这几位群友在tag整理上的协助支持，帮我解决了很多费时费力的基础工作，再次感谢\nPS9：当各位看到这一条的时候，证明所长法典今日（2025.12.29）已经两岁啦！再次感谢在编辑法典中提供助力的各位，提供Tag的各位，以及谋面或者素未谋面的使用这本法典的各位！希望我们还能在法典三岁见面！
人物形象	从天而落	\n1girl,arm up,black boots,black gloves,black hat,black shirt,card,city,falling,open mouth,playing card,sleeveless shirt,solo,thigh boots,
人物形象	疫医	\n1other,bird mask,black eyes,black hair,cracked mask,greyscale,horror (theme),looking at viewer,mask,monochrome,pale skin,
人物形象	小丑面具	\n1boy,messy hair,{{{holding mask}}},clown mask,unworn mask,bag under eye,half closed eye,tareme,red necktie,mask cover one eye,floating neckwear,expressionless,black background,blending,
人物形象	路过踩踏	\n1girl,dynamic action pose,sharp dynamic lines,low angle shot,dramatic perspective,dynamic wind effect,motion blur (selective),dynamic hair flow,clothing fabric fluttering violently,dynamic shadow contrast,wind,expressionless,2::from below,shoes focus::,walking,1.5::messy hair,::exhausted,tired,solo,leather shoes,pant suit,a black coat was draped over girl’s shoulders,2::smoke,holding a cigarette,::,looking away,from below,standing,
人物形象	遗弃宠物	\n1girl,4::rain,outdoors::,mub,grass on the mountain,bare foot,expressionless,two arms around knees,knees up,sitting in a paper box,grey theme,looking down,in the paper box,forest,sad,from above,moutain,red collar,one single golden bell on the collar,white shirt,dirty shirt,oversized clothes,
人物形象	怀中花束	\n1girl,smile,happy,joyous,laughing,closed eyes,looking at viewer,holding bouquet,holding flowers,upper body,-1::dutch angle::,blue sky,cloud,cloudy sky,day,outdoors,nature,blue flower,white flower,purple flower,yellow flower,red flower,dappled sunlight,rose,photographic reference,falling petals,wind,floating hair,sunlight,2::colorful::,warm tones,bright,hopeful,
人物形象	烤薄饼女仆	\n1girl,bell,maid headdress,white thighhighs,detached collar,side-tie panties,neck bell,cow tail,cleavage,looking at viewer,indoors,cow horns,closed mouth,frills,blush,holding tray,pout,detached sleeves,maid,black bowtie,cow girl,bowtie,cowbell,skindentation,maid apron,white apron,string panties,covered navel,:t,arm garter,pancake stack,frilled apron,window,white border,v-shaped eyebrows,white panties,cow print,cowboy shot,outside border,bare shoulders,pancake,potted plant,short sleeves,
人物形象	收衣服女仆	\n1girl,solo,indoors,laundry room,morning,dim light,clothes pile,kneeling,nsfw,crying but flushed;flushed cheeks,wearing maid outfit with apron stained,kneeling on the floor hugging a messy wet bed sheet,expression of shame and lingering pleasure,mouth slightly open,legs trembling;
人物形象	老道员工	\n1girl,expressionless,scar on cheek,latex open jacket,chain on jacket,black gloves,white shirt,smoking,hand up,upper body,
人物形象	割腕地雷女	\ngothic,1.2::black hoodie::,oversized,long sleeves,lace trim,black skirt,pleated skirt,miniskirt,frills,fishnet thighhighs,torn fishnets thighhighs,garter straps,thigh strap,black footwear,platform shoes,loafers,messy hair,big hair bow,black bow,too many hairclip,x hair hairclip,bags under eyes,cross necklace,holding can,energy drink,1.1::box cutter::,utility knife,bandage,hand bandage,blood,blood on hand,
人物形象	熬夜医师	\n1girl,female doctor,solo,messy hair,tired,bags under eyes,exhaustion,sighing,sitting at desk,holding disposable coffee cup,piles of paperwork,computer screen,dimly lit room,office,hospital at night,shadows,warm desk lamp contrasting with cold window light,white coat hanging on chair,wearing scrubs,unbuttoned collar,
人物形象	雪花落下	\n1girl,extreme close-up,portrait,side view,catching snowflake with hand,hand up,wearing scarf,frosty breath,bokeh background,night snow,soft falling snow,city lights glow,serene,winter wonderland,
人物形象	蛇蝎头牌	\n3::smoky,solo,on stomach,the pose,absurdly lots of smoke,skull shaped smoke,smoke turns into skull shape,::japanese style room,screen,1girl,oiran,1.5::holding smoking pipe,cleavage,short kimono,black thighhighs,hair flower,bare shoulders,kanzashi,ribbon-trimmed thighhighs,red ribbon-trimmed,loli,forked tongue,tongue out,snake pupils,okobo,crossed ankles::,
人物形象	小巷路过火法	\n1girl,solo,in dilapidated alley,crow on shoulder,glowing eyes,white labcoat,1.5::holding staff::,black shirt,baseball cap,smile,full lighting,smoking,cigarette,mouth hold,hand on mouth,smoke,shorts,burnt clothes,burn scar,
人物形象	白龙神女	\ncolorful,fantasy,scenery,sunlight,sunbeam,sunrise,wonderland valley,rockery,waterfalls,wide shot,a giant eastern dragon has a pastel flame-like mane and teal scales,glowing petals,1.5::peony (flower)::,flower,hanging blooms,falling petals on water,sparkling light particles,ethereal mist,1girl,light blue small three-petals forehead mark,half up half down braid,sidelocks,hair slicked back,forehead,ornate traditional robes,blending chinese fantasy aesthetics,hagoromo,sitting on water,she is stroking and looking at the dragon,portrait,
人物形象	拼合破碎的心	\ngraphic painting,5::dark theme,dark and red background,1 girl,solo::1 girl,solo,5::messy draftsketch,lineart:: 5::draft:: 5::sketch::,5::dark messy lines covering girl’s eyes::close up,4::holding a broken glass heart::,
人物形象	星空碎屑	\n1girl,solo,looking own hands,-1::looking at viewer::,confuse,full body,wariza,1girl,close-up,three-quarter view,severe digital corruption,1.5::chaotic digital soul,5 ::pixelated body::,distorted form,readable code fragments::,meaningful symbols,broken static noise,abstract algorithmic patterns,creation vs deconstruction,non-euclidean cyber world,impossible geometry,bending space,3::body constantly dissolving and reforming into pixels,:: partially transparent skin revealing internal data flow,glowing ethereal form that seems to flicker,living data streams reacting to the character’s presence,background code pulsating with an unknown energy,information that coalesces and dissipates like a living organism,impossible yet harmonious blend of digital and organic elements,surreal landscape where data flows like water,gravity-defying data particles forming a halo,reality is warped and twisted around the figure due to digital corruption,2.0::text,data log: character generation…,ukiyo-e,4::partially colored::,black background,-1::simple background::,-3::highly finished::,-5::smooth lines::,5::messy lines,girl,solo,3::universe,starry sky,star,planetary ring,orbital path,zero gravity,starry sky background,smile,legs folded,legs curled up,knees on chest,hands hugging own legs,from side,round border,outside border,full body,starry sky print in skirt,evening gown,starry sky inner hair,no shoe,bare feet,light smile,close eyes,sleep,
人物形象	相识与裂解	\n1girl,upper body,black theme,shiny eyes,fire butterfly,red butterfly,plum blossom,face focus,broken,broken glass,{{eyes close-up}},{{{mirror image,split theme,symmetry}}},infrasound wave patterns,amputee,disintegration,glitch,glitching,{{{{{split theme}}}}},aesthetic,ethereal lighting,nighttime,darkness,surreal art,fantasy,spot color,pink and black theme,dark,sad,parted lips,floating hair,gothic,flora,black and thick liquid,fog,underlighting,bokeh,blurry background,strong visual impact,film lighting,different reflection,reaching towards viewer,shatter across face,blood from eyes,split,glass over on eye,{{{{{{dappled sunlight}}}}}},cinematic lighting,volumetric lighting,
人物形象	雕塑之触	\n3::1girl,solo::,1.5::touching a statue::,1.4::serene expression::,gentle,1.3::fingertips tracing the statue’s sculpted form::,1.3::leaning in close to the marble figure::,1.2::closed eyes in reverence or deep concentration::,1.2::soft,flowing white dress::,pure white,ethereal setting,vast marble chamber,blooming white lilies and roses,faint angelic whispers,floating particles of light,bright,heavenly morning,1.5::radiant,soft heavenly light bathing the entire scene::,1.4::strong,diffuse glow and bloom effect::,1.3::subtle highlights on the marble and her skin::,volumetric fog,full body,touching pose,cinematic,fantasy,ethereal,white marble,serene,
人物形象	数据迷失	\n1girl,2::digital blocks and artifacts,corrupted digital interface,digital distortion covering eyes::,shushing,serious expression,digital distortion,smile,upper body,
人物形象	原版	\n1girl,covering her eyes,slender fingers held to her lips (hush gesture),serioushidden expression,face obscured by digital distortion,oversized whitelight blue lab coat or jacket,high-collared white blousesweater,dark blueblack pleated skirt (lower half obscured by blocks),identity badgekeycard on the chest (digitally distorted),slender,graceful build,centered and motionless stance,shushing gesture (finger to lips),suggesting secrecy or silencing of the system,ominous or melancholic expression,standing centered and still,right hand raised to her mouth in a shushing gesture,figure is framed and broken by digital blocks and artifacts,interacting with a corrupted digital interface,silence amidst chaos,center of the frame,half-body shot,figure is a central pillar of calm in the chaos,
人物形象	老板娘注视	\nlooking at viewer,japanese clothes,short obi,sash,barefoot,single thighhighs,thigh strap,bare shoulders,kiseru,blowing smoke,on side,tsumami kanzashi,
人物形象	小径背影	\n1girl,running,arms outstretched,light steps,carefree pose,from behind,back view,low angle,dynamic composition,medium long shot,centered composition,path between tall grass,field,meadow,lush grass,summer,1.2::blue sky::,scattered clouds,bright daylight,1.1::soft natural lighting::,vivid colors,green and blue color scheme,gentle breeze,playful,joyful,sense of freedom,feeling of escape,open air,nature,depth of field,foreground blur,leading lines,vanishing point,energetic,daydreaming,relaxed mood,
人物形象	树上潜伏顺便吃饭	\n1girl,solo,tsurime,eating,blush,puffy cheeks,indian style,on branch,full body,katana,sheathed,forest,autumn leaves,cloud,star (symbol),sparkling aura,[[[[from side]]]],bird,sparrow,scarf,
人物形象	肖申克的救赎	\n2::upper body::,arms outstretched sideways,head raised facing sky,heavy rain,drenched white shirt,triumphant expression,eyes closed,standing in rainwater,backlighting,cinematic atmosphere,dramatic shadows,freedom symbolism,victorious moment,iconic film scene,emotional release,dark background with rain streaks,2::back::,looking up,-2::looking at viewer::,
人物形象	报丧旅者	\n{{detailed background}},{{close up}},wide shot,crows,dynamic angle,lighting,sky,mid night,{{post-apocalypse}},1 girl,in a dilapidated alley,with a crow on har shoulder,glowing eyes,top hat,white labcoat,holding staff,
人物形象	雨后邀请	\n1girl,solo,1.2::reaching out::,inviting gesture,squatting,crouching,looking at viewer,eye contact,gentle smile,warm expression,pov,low angle,full body,centered composition,outdoor,narrow walkway,sidewalk,flower garden,hydrangea,iron fence,rainy,rain,1.1::puddle::,water reflections,wet ground,holding umbrella,transparent umbrella,soft lighting,diffuse light,backlighting,depth of field,bokeh,cool colors,green background,colorful flowers,serene,calm,slightly playful,peaceful atmosphere,listening to rain,raindrops splashing,subtle motion blur,2::from below::,backlighting,dynamic angle,
人物形象	冬装摄影	\n1girl,:d,blue scarf,blush,breath,depth of field,enpera,flipped hair,fur-trimmed coat,fur trim,glasses,half-closed eyes,hand on own face,hands up,holding phone,long sleeves,looking at viewer,open mouth,outdoors,pov,pov hands,puffy long sleeves,puffy sleeves,road,round eyewear,scarf,sleeves past wrists,smartphone,smile,street,taking picture,white coat,winter clothes,
人物形象	秋日咖啡	\n{{{{far away}}}}},6::solo,::,autumn,maple leaf,falling maple leaves,bicycle,street,cold,sweater,scarf,looking at the viewer,hot coffee,steam,headphones,viewfinder,polaroid photo,
人物形象	其他版本1	\n{{{{{close-up}}}}},6::solo,::,autumn,maple leaf,falling maple leaves,bicycle,street,cold,sweater,scarf,looking at the viewer,hot coffee,steam,headphones,viewfinder,golden and orange theme,minuscule light,
人物形象	靠窗汉服少女	\n1girl,solo,layered sleeves,wide sleeves,chinese clothes,hair flower,kazanshi,hair up,naked {{hanfu}},chinese clothes,wide sleeves,see-through shawl,off shoulder,long dress,pastel ink,shuimo,petals,bare shoulders,necklace,sitting,leaning back on wall,for side,against the wall,look side,legs up,feet on wall,narrow space,sitting on the windows,night,city outside the window on window,inverted image,looking out of the window,self hug,cover mouth,
人物形象	谷仓天使	\n1.2::light rays coming through the gaps between planks in the background::,background of a broken wooden wall with gaps/cracks,0.8::trees background::,light rays,shaded,7::dark::,panties around one leg,2::kneeling on hay::,orange eyes,white dress at side,looking at viewer,angel,angel wings,close-up,cowboy shot,2::cowboy shot::,-1::nude::,
人物形象	一叶障目	\n1girl,autumn,cable knit,covering one eye,falling leaves,floating hair,hair bow,hands up,heart pendant,holding leaf,leaf,leaning to the side,light rays,long sleeves,looking at viewer,one eye covered,plaid skirt,pleated skirt,ribbed sweater,sidelocks,sleeves past wrists,smile,solo,turtleneck sweater,
人物形象	酒馆元气服务员	\n1girl,solo,{waitress},{barmaid},{dynamic pose},{dancing},walking,{happy},{smile},looking at another,{holding tray},serving tray,on tray,wooden mug,beer,foam,waitress uniform,apron,frills,corset,in a {tavern},bar,indoors,{isekai},{medieval},fantasy,{lively atmosphere},{cheering},[crowd],[audience],wooden walls,wooden table,barrel,full body,dynamic angle,from side,
人物形象	冬日红梅	\nupper body,solo,looking at viewer,central framing,{{surrounded by pine branches}},{{surrounded by snowflakes}},{{foreground red berries}},depth of field,floating objects,winter,heavy snow,frost,cold breath,ice crystals,
人物形象	等待下注	\n1girl,playing card,playboy bunny,solo,poker chip,black leotard,strapless leotard,casino,holding card,bare shoulders,looking at viewer,cleavage,black nails,red necktie,wrist cuffs,table,blurry,collarbone,cowboy shot,leaning forward,highleg leotard,hand up,bonnet,indoors,ace (playing card),
人物形象	骑车归家	\n1girl,solo focus,backlighting,school uniform,{{down road}},{{close-up}},{face focus},riding bicycle,cat on head,dusk,dutch angle,building background,
人物形象	小屋自闭	\n1girl,1.5::lifelong regret::,1.4::despair::,tearful expression,pained gaze,kneeling on floor,hands covering face,body slumped forward,aged wooden floorboards,dusty attic,single small window,faded sunlight,1.4::sharp dust motes in light beam::,1.3::soft volumetric light on figure::,deep melancholic shadows,full body,static pose,low angle,cinematic,somber,
人物形象	电话女仆	\n1girl,solo,black gloves,corded phone,white gloves,holding phone,parted lips,phone,ponytail,sidelocks,britsh style,glasses,maid,from above,portrait,
人物形象	出水红莲	\nsolo focus,solo,lotus,closed eyes,water,partially submerged,wet,chinese clothes,upper body,closed mouth,3::half-closed eyes::,expressionless,2::facial mark,red lotus mark on the forehead,glowing mark::,wet hair,japanese clothes,wet clothes,afloat,hanfu,ripples,collarbone,black rain,red flower,red chinese wedding dress,sexy dress,facing viewer,long sleeves,robe,little metallic hair crown,outdoors,dark red kimono,close-up,dynamic camera shot,flicking sleeves,splashing water,cowboy shot,standing and walking,2::posing(she plucked a flower petal)::,from side above,looking at viewer,playing water,looking up,
人物形象	站街地雷女	\n1girl,1.8::makeup,aegyo sal,mascara,very long eyelashes,red eyeshadow,::,1.4::jirai kei,lingerie,very long fake nails,large cross earrings,fishnet pantyhose,thighlet,heart-o-ring,skull hair ornaments,face piercings,pink top,black skirt,bare shoulders,black shoulder tattoo,black mask,::,1.6::curvy,:: prostitution,leaning back to the wall,looking at own cellphone,
人物形象	吃苹果的吸血鬼	\n1girl,close-up,2::vampire,pale skin,black bat wings::,red saliva trail,blood,bat wings,eating apple,elizabeth tower,night,black sky,red moon,tower on background,
人物形象	夜饮	\n1girl,motion lines,steam,full face blushing,in traditional japanese room,{{sitting on tatami}},elegant pose,holding sake cup,sake bowl,drinking,{cherry blossoms on floor},flower petals scattered,night,soft lamp light,paper shoji,warm glow,wooden beam ceiling,tokonoma (alcove),hanging scroll,ikebana,kimono,ntricate patterns,soft smile,gentle eyes,delicate hands,peaceful,cozy,traditional japanese aesthetic,
人物形象	麦田巡查	\n{{{{{close-up}}}}},2::solo,::,looking at the viewer,location,wind blow,field,countryside,summer,summer time,paddy field,squat down,green theme,pond field,farmer uniform,straw hat,working in field,sweat,hot,suspenders,rubber boots,from side,ass,high grasses,
人物形象	地质学者	\npurple hair clip,suit,heavy-duty jacket,rugged fabric,reinforced work pants,multiple pockets filled with essential tools slung across the hips,worn-out tactical belt,vintage messenger bag,leather wrist guards,explorer’s essence,retro courier,
人物形象	居家散漫	\n:/,black panties,holding book,bra strap,bra visible through clothes,building,choker,city,cityscape,cleavage,crop top,cropped shirt,curvy,cutoffs,day,denim shorts,dutch angle,earrings,electric fan,feet,figure four sitting,grey bra,grey jacket,hand on own thigh,hand up,huge breasts,jewelry,lace,lace choker,micro shorts,navel,off shoulder,on couch,open book,open fly,open shorts,panty straps,pink nails,ring,seal (animal),sitting,sleeveless shirt,soles,spaghetti strap,star (symbol),star earrings,table,toes,white shirt,white thighhighs,window,window blinds,yellow scrunchie,
人物形象	放松辣妹	\n{school uniform,miniskirt,loose socks,{{fishnets}},gyaru,necklace,sagging,breast,see-through uniform},classroom,gum,blow gum,sit on the chair,looking at the phone,phone,solo focus,the legs are resting on the table,
人物形象	街头倚栏	\n1girl,against railing,baseball cap,black bow,black shirt,black skirt,can,cowboy shot,crop top,energy drink,fishnet pantyhose,flying sweatdrops,from side,furrowed brow,hair bow,hand up,hat tip,holding can,holding drink,leaning back,looking at viewer,midriff,miniskirt,purple belt,purple jacket,railing,sideways glance,striped bow,
人物形象	冷傲霜雪	\nclose-up,white hanfu,blue trim,white eyelashes,white skin,sleeves past wist,long nails,one sleeve covering mouth,looking at viewer,dutch angle,winter,petals,location,temple,branch,white coat,blue nails,
人物形象	温室研究员	\n1girl,research staff,greenhouse,rare plants,field notes,lab coat,specimen collection,glass dome,morning dew,careful observation,biodiversity,scientific study,plant illustrations,fresh air,professional equipment,ecological conservation,academic atmosphere,natural lighting,work routine,botanical research,discovery,
人物形象	兽娘捕鱼	\n1girl,solo,standing in shallow river,knees slightly bent,body leaning forward,1.3::fish in mouth::,water dripping from fish,wet hands,looking at viewer,playful smile,medium close up,eye level view,from river surface angle,centered composition,depth of field,blurred background trees,sparkling water highlights,golden hour lighting,warm sunlight,cool blue shadows,vivid natural colors,summer evening,calm river valley,playful mischievous mood,gentle breeze,wild grass and flowers on riverbank,smooth river stones,water splashes around feet,
人物形象	西装舞	\n3::pencil drawing,graphite (medium)::,3::sketch,2::rule of thirds,outline,high contrast,flat color::,monochrome,grin,leaning forward,{{{iconic}}},stage performance,black suit,fedora hat,{white glove},dance moves,dynamic pose,spotlight,silhouette,concert,energetic,smooth,powerful,performance art,music legend,retro style,pop culture,classic pose,famous,she is performing on stage,close up,-2::upscaled,blurry::,
人物形象	练剑休息	\n1girl,solo,white kendogi,white hakama,slight sweat,tired but peaceful smile,sitting on engawa,barefoot,drinking cola,holding soda can,shinai (bamboo sword) leaning nearby,golden hour,beautiful sunlight,god rays,dappled light,autumn,falling maple leaves,blowing leaves,japanese garden in background,vibrant colors,cinematic lighting,depth of field,looking at viewer,
人物形象	早起裸衬衫身体剪影	\ncowboy shot,close up,movie perspective,dynamic pose,movie poster,blurry background,blurry foreground,depth of field,white theme,from side,white border,border,photo background,outside border,wide border,white background,messy bun,sleep-tousled hair,oversized boyfriend shirt,bare shoulders,sleepy smile,warm expression,stretching awake,holding coffee mug,sitting on bed,sunlit bedroom,rumpled sheets,morning light,houseplants,soft morning light,lens flare,warm shadows,close up,straight on,warm white theme,cream tones,
人物形象	超市被抛弃女仆	\n1girl,maid headdress,solo,wrist cuffs,apron,indoors,cleavage,frilled apron,collarbone,short sleeves,maid apron,frills,border,covering face,from above,shop,puffy sleeves,black border,earrings,maid,puffy short sleeves,black ribbon,jewelry,tiles,open mouth,waist apron,blurry,covering own eyes,shelf,tile floor,parted lips,ribbon trim,black bow,crying,fingernails,corset,
人物形象	羞怯猫娘女仆	\n1girl,solo,maid headdress,standing,holding plate,omurice,ketchup,wide hips,wavy mouth,full-face blush,white gloves,thick thighs,cat tail,twintails,cleavage,open mouth,paw hair ornament,embarrassed,elbow gloves,frills,neck bell,tail bow,garter straps,blurry background,table,blurry foreground,lace trim,
人物形象	坐在篮球上	\n1girl,solo,cowboy shot,shiny skin,white pupils,2::::school uniform,glasses,1.2::white polo shirt,blue collar,blue side trim::,big long pants,jitome,sports shoes,sitting on floor,knees up,open knees,2::breasts squeezed together::,spread foot,shadow,arms between knees,against wall,backbag at side,white socks under pants,opened pant leg,1.5::pulling white shirt::,angry,covered nipples,shiny breasts,head tilt,shaded face,from ground,sports warehouse,basketball between legs,
人物形象	夏日海滨照片	\n1girl,looking at viewer,blush,smile,open mouth,1.5::sunglasses,eyewear hang,unworn eyewear,hood,blue jacket,white shirt,upper body,short sleeves::,teeth,one eye closed,cloud,arm up,blue sky,cup,holding cup,drinking straw,ice cream,photo (object),shell,
人物形象	宅家少女	\n1girl,arm support,bag of chips,bare shoulders,bed sheet,black-framed eyewear,black camisole,black nails,black panties,bra,camisole,chips (food),cleavage,closed mouth,collarbone,feet out of frame,hairclip,indoors,long sleeves,looking at viewer,messy hair,nintendo switch,off shoulder,on bed,parallel hairclips,pillow,potato chips,red jacket,round eyewear,striped thighhighs,track jacket,unworn bra,white thighhighs,
人物形象	顺流而下	\n1girl,solo,chinese clothes,hanfu,long sleeves,lying,from above,on back,outdoors,pond,water,lily pad,boat,watercraft,looking at viewer,smile,colored eyelashes,androgynous,
人物形象	室内演奏	\n1girl,solo,sitting on a cushion on the floor,relaxed posture,listening to music,wearing headphones,eyes closed,serene expression,peaceful,enjoying the breeze,in a loaded interior,surreal,cold-toned,{{{an open window with wind blowing through the curtains}}},sheer white curtains billowing,{{{the view from the window is the ocean}}},sea,blue sky,summer day,nearby: table,acoustic guitar,hanging plant,fish tank,book stack,beer cans,
人物形象	绝望社畜	\nlooking at viewer,navel,fisheye,from ground,futon,bed room,old room,boards on closed door,wooden door barricaded with planks,no human,\nchar1：girl,office lady,sheet,cowboy shot,black hair,hair strand,white pantis,button,2::empty eyes::,looking at another,against,opened white shirt,panties,lying,head tilt,glasses,sheet,cum on body,shiny cum,see-through silhouette,abandoned safe house,dimly lit interior,canned food stacked on shelves,emergency supplies,water bottles,flashlight,scattered medical supplies,old furniture,dusty floor,faded wallpaper,
人物形象	林荫祈祷	\n1girl,solo,profile,head tilted down,eyes closed,praying,in prayer,standing,still,leaning against a wall,partially hidden by leaves and flowers,from side,close-up,upper body,profile,green theme,white theme,muted colors,dark background,
人物形象	双刀黑骑	\n1girl,solo,1.6::void armor::,1.5::darkness helmet::,1.4::twilight sword::1.3::night mask::,1.2::shadow aura::1.6::shadow dojo::,1.5::void temple::,1.4::darkness castle::1.3::night garden::,1.2::twilight library::,1.1::shadow hall::1.0::void bridge::,0.9::darkness gate::,0.8::night observatory::0.7::shadow maze::,0.6::void sanctuary::,0.5::darkness shrine::1.5::shadow arts::,1.4::void combat::,1.3::darkness technique::1.2::night strategy::,1.1::twilight discipline::,1.0::shadow wisdom::0.9::black-red theme::,0.8::samurai aesthetic::,0.7::shadow vibe::0.6::dojo ambiance::,0.5::void mood::,0.4::darkness atmosphere::1.4::shadow glow::,1.3::void light::,1.2::darkness illumination::1.1::night radiance::,1.0::twilight beams::,0.9::dojo shadows::0.8::shadow lighting::,0.7::samurai ambiance::,0.6::void haze::0.5::darkness glow::,0.4::shadow atmosphere::,0.3::void light::,
人物形象	星光舞台	\n1girl,solo,star singer,1.6::galaxy dress::,1.5::nebula hair::,1.4::constellation veil::1.3::cosmic microphone::,1.2::universe aura::1.6::star theater::,1.5::galaxy hall::,1.4::nebula stage::1.3::cosmic balcony::,1.2::universe library::,1.1::star garden::1.0::galaxy bridge::,0.9::nebula gate::,0.8::cosmic observatory::0.7::star maze::,0.6::universe sanctuary::,0.5::galaxy shrine::1.5::star music::,1.4::galaxy song::,1.3::nebula melody::1.2::cosmic harmony::,1.1::universe rhythm::,1.0::star performance::0.9::deep blue theme::,0.8::singer aesthetic::,0.7::cosmic vibe::0.6::theater ambiance::,0.5::star mood::,0.4::galaxy atmosphere::1.4::star glow::,1.3::galaxy light::,1.2::nebula illumination::1.1::cosmic radiance::,1.0::universe beams::,0.9::theater shadows::0.8::star lighting::,0.7::singer ambiance::,0.6::galaxy haze::0.5::cosmic glow::,0.4::star atmosphere::,0.3::galaxy light::,
人物形象	草原招呼	\n2.0::chibi only,solo::,depth of field,cute,manga cover,chibi,1.2::doll clothes,sheep clothes::,say hello,wave,laugh,grass,blue sky,from above,wide shot,
人物形象	板书教授	\nround glasses,pulling lower eyelid down with fingers,oversized white lab coat,loose necktie,white trousers,dimly,classroom background,{leaning against chalkboard},{holding white chalk},chalk,dustox,school id card,moonlight through blinds,collared shirt,white shirt,grin,[one eye closed],[chalk writings on blackboard],[loose thread on sleeve],
人物形象	原版	\nteardrop glasses {transparent lenses with liquid effect},pulling lower eyelid down with fingers,oversized white lab coat,necktie loosely tied,white trousers,dimly lit classroom background,{leaning against chalkboard},{holding white chalk},chalk,dustox,school id badge hanging crookedly,moonlight through blinds,collared shirt,white shirt,mischievous grin,[one eye closed],[chalk writings on blackboard],[loose thread on sleeve],
人物形象	抽烟头牌	\n1girl,from side,black kimono,from side,japanese clothes,oiran,pink lips,pink nails,pink petals,single bare shoulder,single off shoulder,smoking pipe,solo,upper body,
人物形象	冬日余秋	\n1girl,black bow,blue skirt,chromatic aberration,cloudy sky,cold,dappled sunlight,freckles,green coat,light blush,long sleeves,looking at viewer,maple leaf,maple tree,open mouth,outdoors,smile,snow,snow on tree,snowing,standing,sunlight,tree,white scarf,wind,
人物形象	夏日归车	\n1girl,solo,scenery,train interior,morning,lens flare,particle effect,window,magnificent view,blue sky,ocean view from window,girl sitting,sleeping,closed eyebrows,white dress,straw hat,summer,wind,bird,
人物形象	杀人之后	\n1girl,blood,blood on face,blood on knife,blood on neck,dated,fang,green jacket,holding knife,hood,hood down,knife,long sleeves,open clothes,open jacket,open mouth,open shirt,orange hood,sketch,smile,solo,upper body,
人物形象	虚拟形象	\n{hologram}},{hologram},{translucent},{glowing trim},{purple bodysuit},pink line,futuristic uniform,seductive smile,floating,leaning over man,action:target#seducing,blue light skin,
人物形象	倚栏休息	\n1girl,solo,black gloves,black pantyhose,black high heel,stiletto heels,black sweater,blurry background,brown coat,brown skirt,closed mouth,disposable coffee cup,holding cup,necklace,photo background,shoulder bag,turtleneck sweater,from side,looking at viewer,street,full body,in autumn,leaning on railing,
人物形象	雪地驻扎	\n1girl,solo,pale skin,cockedeyebrow,collarbonea,absolute territory,black goggles,beige scarf,pure black shirt,midriff,grey camouflage jacket,brown gloves,white belt,dark blue short shorts,black kneehighs,white sneakers,a silencer pistol,snow,snowing,snowflakes,sitting sideways,camping chair,campfire,forest,canned food,can,can,cookie,tent,movie perspective,dynamic pose,movie poster,{{{panorama}}},{{{landscape}}},holding gun,sniper rifle,blanket,
人物形象	雨间屋内隔窗相望	\n1girl,solo,rain,2::from outside::,street,blurry foreground,blurry background,wide shot,cafe,sitting,looking at viewer,looking outside,from side,upper body,table,chair,plant,book on table,open book,close-up,{divergent},{{rembrandt lighting}},{{{side face}}},eye focus,eyelashes,motion blur,sparkling eyes,shiny skin,black theme,surreal,dappled sunlight,shade,{{best shadow}},golden hour lighting,{{depth of field}},backlight,soft light,high contrast,colorful,detailed light,sunlight,shine on girl’s body,cinematic lighting,2::pointing to viewer,finger on glass::,\ngirl,looking at viewer,bare shoulders,off shoulder,white coat,sleeves past wrists,holding cup,smile,head rest,
人物形象	公园秋日读书	\n1girl,{solo},black pantyhose,chunky knit poncho,leggings,ankle bootsserene expression,glasses slippingcurled up with book,legs tucked undercrimson maple leaves,empty bench,stone fountainsoft directional sunlight,leaf shadow patterns,diagonal composition with falling leaves,(volumetric lighting),blurry,moody lighting,dynamic angle,cinematic angle,chromatic aberration,chromatic aberration,depth of field,{{{extremitarianism}}},dappled sunlight,{different reflection},time paradox,
人物形象	穿墙兔子洞	\n{{mugshot}},smug,mesugaki,laughing,rabbit hole (vocaloid),1girl,animal ears,(leaning forward),strapless,tongue,black ribbon,blue eyes,blue hair,cuffs,fake animal ears,hair intakes,hair ribbon,hairband,handcuffs,nail polish,pink nails,playboy bunny,rabbit ears,solo,teardrop facial mark,twintails,half-closed eyes,blush,white hairband,x hair ornament,(holding sign,sign covering breasts),heart-shaped pupils,naughty face,black outline,
