	一些前言	\nPS1：请于【】处添加角色与画风的tag描述；若无，请直接添加于tag组前\nPS2：请注意，本法典早期大部分tag以Nai3模型为基础测试整理，目前已转为Nai4.5测试。理论Nai系列与其他AI模型如Noob等模型通用。（其他模型应用请自行转换权重）\nPS3：标有字底颜色为此次更新增添的tag，字号较小的为附注内容\nPS4：若分类中的tag寻找不到，请活用WPS或其他软件自带的CTRL+F快捷键进行快速检索\nPS5：本法典一般于每月下旬或特殊日期（生日、节日等）更新，且保持月更，可据此判断本所长法典是否为最新版本。\nPS6：本法典为无偿免费分享，由一般所长整理编纂，tag多来源于解构原典群与其他群群友，在此对tag提供者提出感谢。\nPS7:若对法典收集tag存在疑问或者错误反馈，可以通过QQ：2319231932或2213681558（小号）联系一般所长，添加好友时请备注缘由。\nPS8：此外，于此特别感谢御堂/神宫寺、KKO、泡面、七号、别里磕夫这几位群友在tag整理上的协助支持，帮我解决了很多费时费力的基础工作，再次感谢\nPS9：当各位看到这一条的时候，证明所长法典今日（2025.12.29）已经两岁啦！再次感谢在编辑法典中提供助力的各位，提供Tag的各位，以及谋面或者素未谋面的使用这本法典的各位！希望我们还能在法典三岁见面！
协作侍奉	双人给黄瓜乳交	\n2girls,multiple girls,indoor,tatami,lantern light,{from side},cooperative paizuri,single cucumber,huge cucumber,veiny cucumber,cucumber between breasts,cucumber in cleavage,lube on cucumber,steaming cucumber,wet cucumber,\nchar1：girl,plump,cleavage,breasts press,areola slip,tsurime,lipstick,kimono,japanese clothes,long sleeves,wide sleeves,off shoulder,collarbone,standing,hands under own breasts,holding own breasts,closed mouth,v shape eyebrow,light mouth,nose blush,sweatdrop,looking down,steam,heavy breathing,\nchar2：girl,plump,cleavage,breasts press,areola slip,kimono,japanese clothes,long sleeves,wide sleeves,off shoulder,collarbone,standing,hands under own breasts,holding own breasts,open mouth,light smile,steam,heavy breathing,sweatdrop,
协作侍奉	双人互相腋下展示（不稳定）	\nnsfw,2girls,face to face,sitting,from side,front view,{{{full body}}},dark background,breasts against breasts,2::mutual#arms behind own head,mutual#the other arms around another’s back,mutual#spreading another’s armpit from behind,mutual#hands on another’s armpit::,mutual#hug,-3::back to back,hands on another’s waist,crossed arms from behind,pov hands,arms in front of body,arm over another’s breasts::,looking at viewer,evil smile,
协作侍奉	双飞事后双人口交	\nnsfw,uncensored,indoors,room,hotel room,on bed,floor,steam,motion blur,boy sitting on bed,girl sitting on floor,2girls,1boy,steaming body,heavy breathing,heart,sweat,female orgasm,female ejaculation,spoken heart,\nchar1：girl,completely nude,{{{cooperative fellatio}}},pussy,licking penis,tongue out,cumdrip,cum pool,after vaginal,\nchar2：girl,navel,completely nude,{{{cooperative fellatio}}},pussy,tongue out,cumdrip,cum pool,after vaginal,\nchar3：boy,huge penis,spread leg,
协作侍奉	双人口交侍奉自慰	\n2girls,multiple girls,1boy,ffm threesome,nipples,penis,threesome,hetero,blush,group sex,oral,nude,lying,on back,fingering,fellatio,pussy,sweat,veins,navel,open mouth,erection,veiny penis,pussy juice,spread legs,testicles,large penis,no shoes,age difference,nose blush,soles,imminent penetration,penis awe,looking at penis,vaginal,ass,on bed,cooperative fellatio,puffy nipples,
协作侍奉	双人口交侍奉蛋蛋比心	\nlooking at viewer,blush,open mouth,shirt,multiple girls,long sleeves,1boy,2girls,hetero,heart,nude,penis,tongue out,uncensored,saliva,erection,testicles,oral,veins,group sex,clothed female nude male,threesome,veiny penis,gigantic penis,heart hands,ffm threesome,cooperative fellatio,heart hands duo,caressing testicles,netorare,erection,after ejaculation,cum on face,precum,veiny testicles,
协作侍奉	双人被大几把吸引	\n1boy,2girls,day,poolside,window,water,{{{looking at penis}}},\nchar1：dark-skinned male,huge penis,testicles,thighs,standing,in poolside,muscular male,back turned,\nchar2：girl,in pool,submerged,looking at penis,in heat,tongue,tongue out,heart-shaped pupils,nude,looking up,\nchar3：girl,in pool,submerged,looking at penis,in heat,tongue,tongue out,heart-shaped pupils,nude,looking up,
协作侍奉	腿间视角母女假几把骑乘争馋几把	\nnsfw,2girls,1boy,from below,between boy’s legs,1.2::mother and daughter,oyakodon (sex),steam,sweat,hot,pussy juice puddles::,\nchar1：girl,scar on face,wide hips,2::chin up,wide-eyed,excited::,paw pose,dildo riding,squatting,pussy juice trail,1.5::tongue out::,looking up,looking at penis,heavy breathing,nipples,neck tattoo,\nchar2：girl,2::looking up,wide-eyed,constricted pupils,in heat,::,squatting,dildo_riding,paw pose,pussy juice trail,2::tongue out::,looking at penis,nipples,heavy breathing,\nchar3：boy,standing,legs,large penis,flaccid,muscular,from behind,
协作侍奉	其他版本	\nnsfw,2girls,1boy,from below,between boy’s legs,1.2::mother and daughter,oyakodon (sex),steam,sweat,pussy juice puddles::\nchar1：girl,,2::in heat,chin up,wide-eyed::,squatting,paw pose,pussy juice trail,tongue out,looking up,looking at penis,heavy breathing,nipples,\nchar2：girl,2::loli,in heat,wide-eyed::,2::kneeling::,pussy juice trail,tongue out,looking up,looking at penis,nipples,heavy breathing,\nchar3：boy,standing,legs,penis,flaccid,muscular,
协作侍奉	四人协作口交舔肛	\nlipstick mark,hetero,multiple girls,1boy,penis,school uniform,stray pubic hair,4girls,dark skin,ass,testicles,oral,dark-skinned female,fellatio,blush,panties,anus,looking at viewer,underwear,clothed female nude male,group sex,breast press,heart,pubic hair,huge penis,:>=,cooperative fellatio,nude,anilingus,rimjob,erection,
协作侍奉	第一人称双飞事后双人屁股夹住	\n2girls,1boy,{locked arms},pussy juice,{{nude}},2::oversized used condom,used condom,huge used condom,mouth hold::,{{{heart-shaped pupils}}},{{speed lines}},indoor,{{uncensored}},\nchar1：loli,{pregnant},{{long eyelashes}},{nipples rings},{{wide hips}},from side,ass ripple,ass press,target#cooperative buttjob,{{{mutual#ass-to-ass}}},\nchar2：loli,evil smile,ass ripple,ass press,target#cooperative buttjob,{{{mutual#ass-to-ass}}},\nchar3：pov,very dark-skinned male,{{muscular black man}}},{{{{black skin}}}},manly,{{black huge penis,veiny penis,large testicle}},{{penis covered by ass}},
协作侍奉	双人胸部挤压侍奉	\n2girls,multiple girls,1male,breasts press,outdoor,beach,ocean background,blue sky,sunshine,cloud,shiny skin,front view,girls face to face,\nchar1：1girl,sagging breasts,blue bikini,sideboob,frill-trimmed bikini,blue bikini bottom,micro bikini bottom,areola slip,pink areola,standing,hands on own breasts,breasts squeezing,cleavage,breasts press,girl looking at male,embarrassed,parted lips,nose blush,nervous sweatdrop,\nchar2：1girl,sagging breasts,cleavage,one piece swimsuit,halter,black tied swimsuit,deep plunging neckline,low-cut swimsuit,navel,black swimsuit,standing,hands on own breasts,breasts squeezing,girl looking at male,dot mouth,frowning,shy,nose blush,nervous sweatdrop,areola slip,\nchar3：1male,arms at side,in air,tongue out,:q,full face blush,head between cleavage,head between breasts,aroused nosebleed,
协作侍奉	四人侍奉	\n4girls,1boy,nsfw,messy room,shadow,side light,speed lines,steam,dirty body,motion lines,skull throne,black background,\nchar1：girl,back,kneeling,oral,{{{licking penis}}},hand on another’s leg,looking at viewer,oral,cum pool,torn clothes,face-to-penis,wedding dress,empty eyes,pregnant,\nchar2：boy,strong,sitting,open legs,evil grin,nude,cum string,body hair,large penis,chest hair,blurry person,glowing eyes,\nchar3：girl,back,kneeling,oral,{{{licking penis}}},hand on another’s leg,looking at viewer,oral,cum pool,torn clothes,face-to-penis,wedding dress,empty eyes,pregnant,\nchar4：girl,back,kneeling,oral,{{{licking penis}}},hand on another’s leg,looking at viewer,oral,cum pool,torn clothes,face-to-penis,wedding dress,empty eyes,pregnant,\nchar5：girl,genderswap,genderswap (mtf),back,kneeling,oral,{{{licking penis}}},hand on another’s leg,looking at viewer,oral,cum pool,torn clothes,face-to-penis,wedding dress,empty eyes,pregnant,
协作侍奉	其他版本	\n2girls,1boy,:3,armpits,arms up,assisted paizuri,blush,border,collarbone,completely nude,dated,fang,ffm threesome,grabbing another’s breast,groping,group sex,heart,hetero,looking at viewer,motion blur,motion lines,multiple girls,naughty face,nipples,nude,open mouth,paizuri,penis,pov,smile,speech bubble,threesome,upper body,
协作侍奉	被子下双人口交	\n1boy,2girls,on bed,under covers,side-by-side,spoken heart,sound effects,heart,\nchar1：girl,fellatio,on stomach,blush,saliva,steaming body,white steaming,\nchar2：girl,mesugaki,smug,+++,saliva trail,licking penis,\nchar3：boy,dark skin,pov penis,large penis,large testicles,on back,
协作侍奉	双人被子下吸蛋口交侍奉	\n2girls,multiple girls,1male,hetero,nsfw,uncensored,indoors,white sheet,on bed,dark environment,from below,closed to viewer,{pov,pov legs,pov crotch},under covered,under quilt,male hand on quilt,quilt lifted,pubic hair,sweat,\nchar1：girl,{mature female},large breasts,sagging breasts,large nipples,areola,naked,navel,groin,leaning forward,arm support,fellatio,mouth holding,penis in mouth,steam,heavy breathing,half closed eyes,full face blush,hand on another’s head,head pat,\nchar2：girl,{mature female},large breasts,sagging breasts,large nipples,areola,naked,bnavel,groin,leaning forward,arms support,frowning,embarrassed,licking another’s testicles,open mouth,tongue out,saliva trail,full face blush,looking at viewer,\nchar3：boy,muscular male,nude male,large penis,veiny penis,testicles,lying,on back,spread legs,pov,pov crotch,
协作侍奉	四人协作乳交	\n4girls,1boy,lace gloves,breasts squeeze together,half gloves,holding penis,{{{cooperative paizuri}}},out of frame,from side,breast press,harem outfit,tongue out,see-through,shawl,pov,licking nipples,looking at view,seiza,on stomach,saliva dripping onto penis,
协作侍奉	四人协作口交	\n4girls,1boy,cooperative fellatio,nsfw,nipple,\nchar1：girl,lick penis,wariza,nsfw,\nchar2：girl,sucking testicle,cwariza,nsfw,back,\nchar3：girl,sucking testicle,nsfw,back,upper body,\nchar4：girl,kiss,nsfw,tongue,\nchar5：boy,huge penis,huge testicle,sit,spread leg,look at viewers,
协作侍奉	黑白旗袍百合挑逗	\n2girls,yuri,height difference,indoors,standing,smile,no shoes,folded fan,{{{fan to another’s chin}},\nchar1：white pantyhose,white china dress,highleg,no panties,blush,smile,head up,\nchar2：handsome lady,cool girl,red china dress,black pantyhose,highleg,no panties,seductive smile,holding fan,
协作侍奉	黑白旗袍百合扇子遮盖	\n2girls,yuri,height difference,indoors,standing,smile,leg up,leg lift,no shoes,open fan,carrying,lifting people,fan covering pelvic,folded fan,{{{{{open fan,fan opening}}}}},opening,\nchar1：white pantyhose,white china dress,highleg,no panties,spread legs,blush,smile,covering privates,\nchar2：handsome lady,cool girl,red china dress,black pantyhose,highleg,no panties,grabbing another’s thigh,seductive smile,holding fan,covering privates,
协作侍奉	胸部压头协作口交	\n1boy,2girls,group sex,\nchar1：girl,looking at viewer,shy,blush,open mouth,saliva,shiny skin,oiled skin,huge breasts,puffy nipples,upper body,nude,head down,\nchar2：boy,pov penis,1.3::penis in mouth,oral,deepthroat::,\nchar3：girl,looking at viewer,shy,blush,evil smile,shiny skin,oiled skin,huge breasts,puffy nipples,upper body,nude,1.4::behind another,breasts on another’s head::,double peace on own breasts,
协作侍奉	双人向前预备侍奉	\n2girls,1boy,nsfw,from behind,heads out of frame,walking towards sofa,walking,love hotel,pink light,dark room,blurry,\nchar1：girls,walking towards male,from behind,hands at sides,erotic outfit,sheer white blouse,no bra,back exposed,nipples,black miniskirt,side slit,wide hips,no panties,garter stockings red color sheer material,black garter belts,black high heels,\nchar2：girls,walking towards male,from behind,hands at sides,erotic outfit,tight blue crop top,no bra,bare back,blue miniskirt,no panties,blue garter stockings,white garter belts,blue high heels,\nchar3：boy,sitting on sofa,spread legs,arms on armrests,erection under pants,dark skin,waiting,
协作侍奉	原版	\n2girls,1boy,nsfw,full body from behind,heads out of frame,erotic clothing with different colored garter stockings,walking towards black man sitting on sofa,emphasis on legs ass and backs,seductive walking poses,love hotel,pink light,dark room,blurry,\nchar1：girls,walking towards male from behind view,hips swaying slightly,legs in motion,hands at sides or adjusting clothing,back arched subtly for seduction,erotic outfit sheer white blouse no bra back exposed nipples faintly visible,short black skirt high cut exposing ass cheeks no panties lower body partially exposed,garter stockings red color sheer material with black garter belts intact,high heels black glossy,no other accessories,\nchar2：girls,walking towards male from behind view,steps confident and teasing,hips swaying,legs striding forward,hands possibly on hips or swinging,erotic outfit tight blue crop top no bra back exposed midriff visible,mini skirt blue high cut exposing thighs no panties lower body exposed,garter stockings blue color opaque material with white garter belts,pumps blue matte,accessories like necklace,\nchar3：boy,sitting on sofa relaxed,legs spread slightly,arms on armrests,erect penis possibly bulging through pants,aroused posture,dark skin,waiting expression,blurry,
协作侍奉	双人色情吃棒棒糖诱惑	\n2girls,face-to-face,symmetry,symmetrical pose,day,blue sky,cloud,tree shade,backlighting,two girls face each other,holding a lollipop with the candy ball between their mouths,and sticking out their tongues to lick,suck and kiss it together.\nchar1：girl,profile,holding lollipop,tongue out,looking at viewer,sexually suggestive,saliva,food in mouth,source#sucking,source#kiss,source#licking,sunken cheeks,:>=,half-closed eye,\nlollipop,target#sucking,target#kiss,target#licking,\nchar2：girl,profile,holding lollipop,tongue out,looking at viewer,sexually suggestive,saliva,food in mouth,source#sucking,source#kiss,source#licking,sunken cheeks,:>=,half-closed eye,
协作侍奉	猫眼看到三人堵门榨精预备	\n{{{{from above,fisheye,pov peephole,vignetting,colorful}}}},{{{apartment,indoor,cowboy shot,steam,hot,foreshortening}}},{{{{{3girl}}}}},{{{steaming body,heavy breathing,heart,sweat}}},\nchar1：girl,lace bra,blue ascot,school uniform,blue blazer,blue skirt,brown thigh boots,spoken heart,thighs,standing,shirt lift,lifting own clothes,looking at viewer,seductive smile,hand on own cheek,hand up,leaning forward,narrowed eyes,\nchar2：girl,condom in mouth,jewelry,pearl earrings,blue dress,white sleeves,black pantyhose,groin,thighs,pussy juice,looking to the side,{{standing,skirt lift,lifting own clothes}},embarrassed,spoken blush,\nchar3：girl,hair bow,red dress,bowtie,frilled skirt,spoken heart,curvy,thighs,standing,lifting own dress,looking at viewer,oral invitation,fellatio gesture,speed lines,motion lines,steaming body,white steaming,trembling,leaning forward,seductive smile,half closed eyes,lace panties,\nchar4：boy,pov,surprised,!!!,open mouth,
协作侍奉	欢迎来到婊子岛二女欢迎（含孕肚警告）	\nday,outdoors,beach,ocean,palm tree,blue sky,lens flare,fisheye,depth of field,foreshortening,2girls,steaming body,heavy breathing,heart,sweat,blush,sign,wooden sign,text:“welcome to bitch island”,\nchar1：girl,white long coat,nude,pubic hair,pussy,thick thighs,groin,plump,contrapposto,pregnant,standing,holding sign,wooden sign,hand in own hair,looking at viewer,seductive smile,in heat,\nchar2：girl,slingshot swimsuit,areola slip,pubic hair peek,thick thighs,groin,plump,contrapposto,pregnant,standing,looking at viewer,seductive smile,in heat,fellatio gesture,holding sign,wooden sign,
协作侍奉	第一人称三女脱衣麻将（推荐横图）	\n{anime,3girls,1boy,mahjong table,mahjong tiles,stripping game},partial nudity,clothes removal,exposed breasts,{blush,embarrassed expression},concentrated face,{topless,bra only},japanese room,tatami floor,competitive atmosphere,sweat drops,clothing pile,pov sitting on chair,hands covering own breasts,table,3girls upper body,{left side of mahjong table:girl},{right side of mahjong table:girl},{opposite side of mahjong table:girl},
协作侍奉	钱海中左拥右抱	\nkachimakuri motemakuri (meme),{{{money rain,sparkle}}},1boy,2girls,multiple girls,smile,muscular male,facial hair,pectorals,abs,manly,sunglasses,arm around neck,hetero,height difference,lying,on back,leaning back,girl sandwich,side-by-side,front-to-back,harem,ffm threesome,grabbed breast over shoulder,grabbing another’s breast,groping,deep skin,covering another’s breasts,breast press,unaligned breasts,sweat,completely nude,banknote,money bath,red curtains,black background,trio,upper body,from above,convenient censoring,\nchar1：girl,cleavage,parted lips,blush,looking at another,head on another’s shoulder,\nchar2：girl,head tilt,looking up,narrowed eyes,
协作侍奉	双人协作乳口交	\n2girls,cum,cumdrip,cum inject,petite,{sweat},school uniform,{heart,speed lines},{motion lines,sound effects},half closed eyes,{double paizuri,collaborative paizuri},one penis,hetero,multiple girls,licking,ffm threesome,tongue out,erection,threesome,licking penis,face closed-up,oral,sex,large penis,genital fluids,looking at penis,multiple fellatio,open mouth,teamwork,veiny penis,indoor,classroom,asymmetrical docking,cum string,cum on breasts,
协作侍奉	二女屁股互顶夹人	\n2girls,1boy,sitting on face,ass,ass-to-ass,ass focus,ass press,rolling eyes,clenched teeth,from above,multiple girls,
协作侍奉	被爆炒怀孕的百合少女们/百合破坏	\nsmell,steaming body,[nsfw],dark,light,messy room,shadow,speed lines,steam,motion lines,\nchar1：boy,strong,standing,faceless,nude,cum string,large penis,sex,{{source#neck grab,neck lift,grabbing another’s neck,lifting person}},\nchar2：girl,cum pool,empty eyes,pregnant,target#neck grab,dangling feet,strangling,asphyxiation,\nchar3：girl,shy,empty eyes,smile,wariza,sitting on bed,penis on head,cum pool,empty eyes,pregnant,ahegao,
协作侍奉	第一人称三人口交侍奉	\ntriple-tongue service,hetero,full body,harem,looking at viewer,group sex,pov,ass,3girls,threesome,spread legs,all fours,from above,clothed female nude male,shy,heart,tongue out,saliva trail,steam,saliva,\nchar1：girl,maid,maid headdress,tongue out,\nchar2：girl,black nightgown,negligee,fellatio,penis,testicles,\nchar3：girl,maid,maid headdress,tongue out,saliva trail,steam,saliva,
协作侍奉	床上左拥右抱	\n2girls,1boy,faceless male,black man,lying on back,lying on side,on bed,red sheets,thighjob,penis between thighs,from side,\nchar1：girl,on left,confident expression,teasing smile,looking at male,giving a thighjob with her popliteal fossa,slow grinding motion,erotic lingerie,white lace bra,white lace thong,suspender belt,white thigh-highs,black scalloped lace at top,\nchar2：girl,on right,focused expression,shy but determined,giving a thighjob with her popliteal fossa,precise and controlled friction,erotic lingerie,black half-cup bra,black high-waisted lace panties,black thigh-highs,white lace at top,\nchar3：boy,lying in the middle,eyes closed,expression of pleasure,erect penis being serviced by both girls,
协作侍奉	二女桌下踩头协助口交	\n2girls,1boy,pov,speech bubble,spoken heart,stealth sex,2koma,penis,hetero,\nchar1：girl,expressionless,school uniform,white shirt,blue bowtie,oral,fellatio,deepthroat,under table,{{{target#step on another’s head,target#foot on another’s head}}},\nchar2：girl,school uniform,white shirt,blue bowtie,blue skirt,white pantyhose,sitting,behind table,arm support,smile,leaning foward,{source#step on another’s head,source#foot on another’s head},leaning back,cross legs,no shoes,
协作侍奉	第一人称三女色情睡衣并肩跪在身前等待被炒	\n{{{pov,from above}}},{{{indoors,{{night}},hotel room,luxury hotel,soft lighting,ambient light,dimly lit,bed with white sheets,large window,night cityscape outside,steam,hot,foreshortening,depth of field}}},{{{{{3girls,1boy}}}}},{{{steaming body,heavy breathing,heart,sweat,blush}}},\nchar1：girl,teddy (lingerie),pussy,pussy juice,pussy juice trail,pussy,pubic hair,anus,all fours,doggystyle,anus,pussy,panties aside,top-down bottom-up,\nchar2：girl,teddy (lingerie),all fours,pussy,pubic hair,anus,pussy,panties aside,looking back,top-down bottom-up,\nchar3：girl,teddy (lingerie),all fours,anus,pussy,panties aside,pubic hair,looking back,top-down bottom-up,
协作侍奉	双人尾交	\n2girls,1boy,narrow waist,frilled panties,large nipples,pink nipples,standing from behind,steam,ass grab,tail job,evil smile,penis between stomach,precum,
协作侍奉	双人腹部测量痕迹诱惑	\n2girls,closed mouth,smile,lying on back,asymmetrical docking,hands on own stomach,nude,puffy nipples,cleavage,navel,thong,cameltoe,black panties,black thighhighs,white panties,white thighhighs,penis measuring,{{length markings}},indoors,bedroom,on bed,cowboy shot,from above,
协作侍奉	女仆双人同时被拉下抹胸反应	\n2girls,full-face blush,sweat,open mouth,wavy mouth,wide-eyed,@_@,ringed eyes,w arms,angry,shaded face,closed mouth,hands on own hip,side-by-side,maid headdress,maid,puffy nipples,detached sleeves,indoors,living room,upper body,pov hands,pulling another’s clothes,clothes grab,clothes pull,breasts out,
协作侍奉	双人授乳手交（n3较难出）	\n{{2girls}},1boy,ffm threesome,{{multiple girls}},nipples,{{crotchless panties}},pussy juice,microskirt,nipples,breast sucking,nursing handjob,cooperative handjob,penis,cum,faceless male,
协作侍奉	双人协作手交（争风吃醋版）	\n2girls,{{cheek press}},huge penis cheek press,pout,{{ffm threesome,cooperative handjob,centrosymmetry}},harem,blush,nipples,{steam work,group sex},hueg penis,{{ejaculation,dripping,cum on hair,bukkke,cum in mouth}},sweat,bokeh,{nuns attire},
协作侍奉	双人协作拘束口交乳交（横图更佳）	\n{{{{2girls}}},[nsfw],{{looking at penis}},{{{heart-shaped pupils}}},slit pupils [cooperative paizuri,fellatio,penis,saliva trail,cum trail,tongue out,licking,collar,tears,asymmetrical docking,breasts press,{{on stomach}},arms behind back,feet up,pet collar,gag,bound arms,bound legs,legs together,blindfold,covered eyes,
协作侍奉	双人手交口交	\n{{{2girls}}},upper body,huge penis,nsfw,sex,cooperative handjob,cooperative fellatio,{{{{blending}}}},{{sideways glance}},{{portrait}},
协作侍奉	双人乳头舔舐手交	\n1boy,2girls,completely nude,cooperative handjob,dark-skinned female,erection,ffm threesome,group sex,handjob,hetero,licking,licking nipple,multiple girls,nipple stimulation,nude,penis,teamwork (sexual),threesome,
协作侍奉	双人协同口交	\n{nsfw},{2girls,1boy},{faceless male},{front-facing view,third-person perspective,man sitting on bed edge,hands touching both girls’ heads,two naked girls kneeling in front,licking his penis together},{indoors,bedroom,dim lighting,velvet cushions on floor},\nchar1：girl.nude,erect nipples,one tongue on shaft,half-closed eyes,gazing up,\nchar2：boy,erect penis,precum dripping,pleasure expression,{one hand gently gripping hair,other patting head},\nchar3：girl,nude,erect nipples,glistening skin,wet lips,subtle curves,one tongue on glans,seductive smirk,gazing up,
协作侍奉	双人协同手交	\nlying on bed,boy between girls,boy squeezed between girls,breasts pressed firmly against boy’s body,breasts touching,nipples pressing together,handjob,erect penis firmly gripped,ejaculation,semen splashed on bodies,semen on breasts and stomach,flushed cheeks,close intimate contact,soft lighting,detailed shading,bedroom scene,erotic atmosphere,
协作侍奉	双人协作桌底足交	\n{{{2girls}}},【】,{{{{{{{{cooperative footjob,side by side}}}}}}}},{table},{{{pov across table}}},{under table},{{{legs under table}}},{{{male sitting}}},{{{straighten the legs}}},1boy,pov,looking at viewer,{{{sitting}}},restaurant,indoors,booth seating,elbows on table,elbow rest,erection,no shoes,{{precum_string,wet,steam,sweat,cum silk}},{cum on feet},{veiny penis},{{cum}},open pant chains,pantyhose,socks,
协作侍奉	双人协作素股（需roll）	\nfrom above,yuri,{{{2girls}}},1boy,pov,【】,penis,{{{{penis sandwiched between the thighs,thigh sex,face to face}}}},male ejaculation,cum on clothes,{{{pussy sandwiched,sitting on person}}},on bed,lying,blush,smug,
协作侍奉	双人磨豆腐夹几把/夹逼性交	\n{{{{2girls,yuri,pov}}}},【】,face-to-face,huge penis,on bed,nude,from side,grinding,all 4 legs,{{{{pussy,pussy pushing against penis,pussy grinding against penis,pussy lips around penis}}}},girl on top,sitting sideways,
协作侍奉	其他版本1（不稳定）	\n1boy,2girls,heart,{{cooperative grinding}},penis,testicles,projectile cum,indoors,no panties,dress,cum on body,saliva,
协作侍奉	其他不变2	\n2girls,1boy,face-to-face,pov,symmetry,symmetrical pose,cooperative grinding,ffm threesome,night,bedroom,curtains,two girls grinding their pussies against the man’s penis,without being penetrated,\nchar1：girl,from side,from above,completely nude,grinding,wide spread legs,steaming body,pussy press,blush,looking at viewer,smile,leaning back,arms support,pussy juice,seductive smile,naughty face,looking up,\nchar2：girl,from side,from above,completely nude,grinding,wide spread legs,steaming body,pussy press,blush,looking at viewer,smile,leaning back,arms support,pussy juice,seductive smile,naughty face,looking up,\nchar3：boy,pov,from above,lying,on back,large penis,erection,trembling,precum,
协作侍奉	双人面对面宠物食盆吃精	\n{{{{2girls}}}},face-to-face,looking down,head down,2girls licking cum in the pet bowl,cum trail,half-closed eyes,blush,
协作侍奉	其他版本	\n2girls,symmetry,head down,licking pet bowl,cum,close-up,on stomach,completely nude,
协作侍奉	三人宠物盆吃精	\n3girls,indoors,dark,dark room,shadow,vignetting,brick floor,pet play,pet bowl,on floor,cum in bowl,cum in container,\nchar1：girl,all fours,from side,on floor,source#looking at another,nude,cat ears,cat ear hairband,fake animal ears,looking ahead,seductive smile,\nchar2：girl,kneeling,facing viewer,straight-on,on floor,looking at viewer,nude,cat ears,cat ear hairband,fake animal ears,paw pose,blush,\nchar3：girl,all fours,from side,on floor,looking at viewer,nude,cat ears,cat ear hairband,fake animal ears,top-down bottom-up,target#looking at another,looking down,looking at pet bowl,licking pet bowl,gokkun,
协作侍奉	其他版本	\nnsfw,uncensored,from above,white background,steam,hot,mist,blurry edges,3girls,completely nude,animal collar,feet out of frame,curvy,back,huge ass,thick thighs,dimples of venus,dogeza,looking at viewer,frown,shy,parted lips,cum in bowl,cum in container,pet bowl,pet play,ears down,steaming body,heavy breathing,twitching,spasm,trembling,heart,very sweaty,sweatdrop,2::three girls are licking semen from a single dog bowl,gathered around it::,
协作侍奉	双女协同口交（第一人称）	\n{{{{2girls}}},[nsfw],{{{looking at cock,looking at penis}}},{{{heart-shaped pupils}}},slit pupils [cooperative paizuri,fellatio,penis,saliva trail,cum trail,tongue out,licking,collar,tears,asymmetrical docking,breasts press,
协作侍奉	其他版本（比心版本）	\n2girls,cooperative fellatio,heart hands,holding hands,jewelry,licking,licking testicle,lipstick mark,male pubic hair,multiple girls,oral,penis,penis awe,penis on face,penis over one eye,testicle sucking,testicles,{{glowing eyes,heart-shaped pupils,pink eyes}},veiny penis,cum,\n3人协作口交（不太能出）\n1boy,3girls,cooperative fellatio,erection,fellatio,group sex,licking penis,oral,penis,precum,precum string,
协作侍奉	双女协同口交特写版	\n2girls,{{{oral,huge penis,blowjob}}},{{{{sucking head,yuri,french kiss}}}},{{{{{2girls kissing,penis in mouth}}}}},{{{{tonguejob,sucking,licking}}}},french kiss,pink lipstick,{{{{lips focus}}}},tongue out,saliva,no eyes,covered eyes,shaded face,full face blush,sloppy kiss,messy kiss,from side,
协作侍奉	第一人称双人践踏肉棒足交	\n{{2girls,multiple girls,1boy}},pov,standing,hands on another’s shoulders,standing on one leg,{{shoejob,cooperative footjob}},stepped on,middle finger,penis,half-closed eyes,blush,evil smile,{{from below}},
协作侍奉	其他版本	\n2girls,shaded face,symmetry,side by side,looking at viewer,cowboy shot,knee up,toes,{{{foot focus}}},{{foreshortening}},standing,no bar,no panties,from below,drop shadow,
协作侍奉	其他版本2	\nnsfw,yuri,2girls,multiple girls,stand on penis,standing on one leg,{footjob,cooperative footjob},{{stepped on}},motion lines,breasts to breasts,1boy,cum,pov,penis,half-closed eyes,blush,evil smile,{crotch stomping,penis humiliation},sweat,
协作侍奉	混浴浴室双人裸浴巾预备侍奉（推荐横图）	\n1boy,2girls,sauna,wooden wall,wet,heavy breathing,sweat,steam,see-through,nude,nsfw,dutch angle,\nchar1：girl,from behind,head back,naked towel,holding towel,ass,standing,\nchar2：girl,from behind,head back,naked towel,holding towel,open clothes,ass,shoulder blades,standing,\nchar3：faceless male,muscular male,sitting,front viewer,smile,hands on own knees,
协作侍奉	双女媚药香薰发情（n4）	\n2girls,lavish ornate room,{{{filled with pink mist}}},golden chandeliers,glowing,velvet curtains,plush carpets,pink steam,\nchar1：{{confused,heavy breathing,panting,full face flushed,pubic tattoo,shy}},white pantyhose,face-full blush,@@,trembling,long hair clinging to skin,sweat,wet body,oiled,shiny skin,disheveled silk dress,leaning to the side,against wall,arms support,looking down,streaming tears,open mouth,pussy juice,saliva,\nchar2：{{confused,heavy breathing,panting,full face flushed,pubic tattoo,shy}},white pantyhose,face-full blush,@@,trembling,long hair clinging to skin,sweat,wet body,oiled,shiny skin,disheveled silk dress,lying,on back,on floor,rolling eyes,tongue out,pussy juice,saliva,
